,player,nation_stats_standard,squad,position_stats_standard,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,playing_time_min_stats_playing_time,total_cmp%_stats_passing,ast_stats_passing,ppa_stats_passing,standard_gls_stats_shooting,standard_sot%_stats_shooting,sca_sca_stats_gca,gca_gca_stats_gca,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,take_ons_succ_stats_possession,carries_prgc_stats_possession,receiving_prgr_stats_possession,tackles_mid_3rd_stats_defense,aerial_duels_won%_stats_misc,performance_crs_stats_misc,tackles_tkl_stats_defense,int_stats_defense,performance_recov_stats_misc,value
363,Tyreik Wright,IRL,Bradford City,Midfielder,23,2001,10.0,683.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,250000.0
364,Charlie Wyke,ENG,Carlisle United,Forward,31,1992,9.4,1167.0,0.0,0.0,0.0,2.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
365,Ephraim Yeboah,GHA,Doncaster,Midfielder,18,2006,2.7,889.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
366,Luke Young,ENG,Cheltenham,Midfielder,31,1993,11.3,1080.0,0.0,0.0,0.0,2.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,125000.0
367,Brenden Aaronson,USA,Leeds United,Midfielder,23,2000,0.0,652.0,78.6,1.0,9.0,2.0,0.0,27.0,3.0,167.0,171.0,15.0,14.0,44.0,6.0,46.7,19.0,12.0,1.0,27.0,11000000.0
368,Elijah Adebayo,ENG,Luton Town,Forward,26,1998,0.0,667.0,72.3,0.0,3.0,0.0,0.0,15.0,0.0,56.0,113.0,5.0,8.0,35.0,0.0,46.3,2.0,4.0,2.0,13.0,11000000.0
369,Jamie Allen,ENG,Coventry City,Midfielder,29,1995,0.0,802.0,85.5,0.0,1.0,0.0,0.0,2.0,0.0,41.0,13.0,0.0,0.0,2.0,1.0,50.0,0.0,3.0,0.0,5.0,1000000.0
370,Ethan Ampadu,WAL,Leeds United,Midfielder,24,2000,0.0,450.0,85.5,0.0,4.0,0.0,0.0,13.0,1.0,331.0,68.0,3.0,6.0,4.0,9.0,70.6,3.0,18.0,6.0,30.0,16000000.0
371,Jaidon Anthony,ENG,Burnley,Forward,24,1999,0.0,557.0,76.2,1.0,6.0,0.0,0.0,13.0,1.0,66.0,103.0,6.0,25.0,45.0,1.0,10.0,16.0,6.0,2.0,17.0,6000000.0
372,Adil Aouchiche,FRA,Sunderland,Midfielder,22,2002,0.0,433.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000.0
373,Cian Ashford,WAL,Cardiff City,Forward,20,2004,0.0,434.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,100.0,2.0,0.0,0.0,0.0,150000.0
374,Finn Azaz,IRL,Middlesbrough,Midfielder,24,2000,0.0,540.0,68.1,2.0,15.0,0.0,0.0,52.0,5.0,164.0,222.0,10.0,20.0,60.0,3.0,0.0,62.0,5.0,3.0,26.0,5000000.0
375,Kwadwo Baah,ENG,Watford,Forward,21,2003,0.0,536.0,50.0,0.0,1.0,1.0,0.0,3.0,2.0,21.0,45.0,7.0,10.0,19.0,1.0,0.0,3.0,4.0,1.0,5.0,300000.0
376,Lewis Baker,ENG,Blackburn,Forward,29,1995,0.0,810.0,77.8,0.0,0.0,0.0,0.0,3.0,0.0,37.0,26.0,1.0,5.0,5.0,2.0,50.0,3.0,3.0,1.0,9.0,1800000.0
377,Tom Barkhuizen,ENG,Derby County,Forward,31,1993,0.0,462.0,64.9,0.0,1.0,0.0,0.0,2.0,0.0,17.0,25.0,2.0,3.0,6.0,0.0,75.0,1.0,3.0,0.0,8.0,450000.0
378,Tom Bradshaw,WAL,Millwall,Forward,32,1992,0.0,567.0,71.4,0.0,1.0,1.0,0.0,4.0,0.0,24.0,23.0,2.0,1.0,4.0,1.0,17.9,1.0,1.0,0.0,6.0,600000.0
380,Cameron Brannagan,ENG,Oxford United,Midfielder,28,1996,0.0,581.0,83.0,1.0,3.0,1.0,0.0,7.0,1.0,93.0,33.0,0.0,3.0,3.0,3.0,0.0,3.0,8.0,4.0,14.0,500000.0
381,Josh Brownhill,ENG,Burnley,Midfielder,28,1995,0.0,540.0,76.3,1.0,4.0,4.0,0.0,18.0,4.0,222.0,160.0,2.0,5.0,26.0,4.0,43.8,19.0,15.0,9.0,31.0,13000000.0
382,Tawanda Chirewa,ZIM,Derby County,Midfielder,21,2003,0.0,495.0,76.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,9.0,2.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,5.0,500000.0
383,Jordan Clark,ENG,Luton Town,Midfielder,31,1993,0.0,810.0,76.3,0.0,6.0,1.0,0.0,18.0,1.0,145.0,91.0,10.0,14.0,29.0,0.0,15.4,10.0,9.0,7.0,32.0,1000000.0
384,Jack Colback,ENG,QPR,Midfielder,34,1989,0.0,809.0,88.5,0.0,0.0,0.0,0.0,1.0,0.0,71.0,19.0,2.0,0.0,1.0,1.0,25.0,0.0,2.0,2.0,6.0,300000.0
385,Devante Cole,ENG,West Brom,Forward,29,1995,0.0,649.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,33.3,0.0,0.0,0.0,1.0,800000.0
386,Rubin Colwill,WAL,Cardiff City,Midfielder,22,2002,0.0,760.0,74.8,1.0,8.0,0.0,0.0,24.0,2.0,150.0,126.0,14.0,20.0,40.0,6.0,50.0,16.0,12.0,0.0,38.0,1200000.0
387,Tommy Conway,SCO,Middlesbrough,Midfielder,22,2002,0.0,786.0,78.4,0.0,2.0,2.0,0.0,7.0,0.0,32.0,76.0,1.0,14.0,31.0,0.0,0.0,8.0,1.0,0.0,4.0,4800000.0
388,Josh Cullen,IRL,Burnley,Midfielder,28,1996,0.0,537.0,88.3,0.0,1.0,0.0,0.0,10.0,1.0,237.0,61.0,1.0,1.0,6.0,5.0,33.3,4.0,6.0,3.0,19.0,8000000.0
389,Owen Dale,ENG,Oxford United,Midfielder,25,1998,0.0,690.0,68.8,0.0,2.0,0.0,0.0,2.0,0.0,8.0,15.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,450000.0
390,Jaden Dixon,ENG,Stoke City,Forward,17,2007,0.0,810.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
391,Elijah Dixon-Bonner,ENG,QPR,Midfielder,23,2001,0.0,765.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,350000.0
392,Ben Doak,SCO,Middlesbrough,Forward,18,2005,0.0,630.0,75.8,0.0,11.0,1.0,0.0,18.0,1.0,31.0,131.0,6.0,25.0,55.0,3.0,100.0,11.0,3.0,0.0,12.0,10000000.0
393,Tyrhys Dolan,ENG,Blackburn,Midfielder,22,2001,0.0,655.0,76.1,2.0,5.0,1.0,0.0,25.0,5.0,142.0,131.0,9.0,14.0,53.0,6.0,25.0,8.0,14.0,1.0,44.0,5000000.0
394,Andre Dozzell,ENG,Portsmouth,Midfielder,25,1999,0.0,810.0,84.0,0.0,2.0,0.0,0.0,8.0,0.0,124.0,36.0,0.0,1.0,1.0,3.0,25.0,12.0,4.0,1.0,14.0,1000000.0
395,Lyndon Dykes,SCO,QPR,Forward,29,1995,0.0,810.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,1.0,2000000.0
397,Aidomo Emakhu,IRL,Millwall,Forward,20,2003,0.0,624.0,54.5,0.0,1.0,0.0,0.0,2.0,0.0,10.0,17.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,3.0,900000.0
398,Zian Flemming,NED,Burnley,Forward,26,1998,0.0,810.0,61.9,0.0,2.0,0.0,0.0,3.0,0.0,24.0,13.0,0.0,2.0,8.0,2.0,50.0,2.0,3.0,0.0,6.0,4200000.0
399,Adam Forshaw,ENG,Plymouth Argyle,Midfielder,33,1991,0.0,540.0,87.2,0.0,1.0,0.0,0.0,6.0,0.0,133.0,33.0,0.0,1.0,9.0,3.0,100.0,3.0,12.0,3.0,16.0,350000.0
400,Amankwah Forson,GHA,Norwich City,Midfielder,21,2002,0.0,807.0,77.9,1.0,4.0,0.0,0.0,7.0,1.0,88.0,47.0,1.0,6.0,15.0,3.0,0.0,5.0,6.0,1.0,13.0,5000000.0
401,Lyle Foster,RSA,Burnley,Forward,24,2000,0.0,810.0,77.5,1.0,1.0,1.0,0.0,12.0,3.0,115.0,87.0,7.0,11.0,27.0,2.0,29.3,1.0,5.0,1.0,15.0,13000000.0
402,Morgan Fox,WAL,QPR,Midfielder,31,1993,0.0,810.0,75.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,600000.0
403,Sam Gallagher,ENG,Stoke City,Forward,29,1995,0.0,744.0,46.4,1.0,2.0,1.0,0.0,5.0,2.0,29.0,26.0,1.0,2.0,6.0,1.0,33.3,1.0,4.0,0.0,4.0,1800000.0
404,Djeidi Gassama,FRA,Sheffield Weds,Forward,21,2003,0.0,630.0,74.3,0.0,7.0,1.0,0.0,12.0,0.0,48.0,67.0,6.0,10.0,21.0,3.0,25.0,4.0,5.0,1.0,21.0,1000000.0
405,Liam Gibbs,ENG,Norwich City,Midfielder,21,2002,0.0,458.0,79.7,0.0,1.0,0.0,0.0,1.0,0.0,38.0,26.0,2.0,4.0,9.0,2.0,0.0,6.0,3.0,0.0,5.0,2200000.0
406,Lynden Gooch,USA,Stoke City,Forward,28,1995,0.0,735.0,61.2,0.0,1.0,0.0,0.0,2.0,0.0,43.0,56.0,2.0,7.0,11.0,2.0,0.0,15.0,7.0,2.0,15.0,1200000.0
407,Kenzo Goudmijn,NED,Derby County,Midfielder,22,2001,0.0,810.0,73.3,0.0,9.0,2.0,0.0,25.0,0.0,220.0,109.0,11.0,18.0,20.0,5.0,22.2,25.0,11.0,9.0,40.0,1500000.0
408,Sam Greenwood,ENG,Preston,Midfielder,22,2002,0.0,432.0,56.6,0.0,2.0,0.0,0.0,3.0,0.0,67.0,34.0,1.0,8.0,16.0,5.0,40.0,11.0,6.0,3.0,13.0,4500000.0
409,Ilia Gruev,BUL,Leeds United,Midfielder,24,2000,0.0,638.0,85.4,0.0,4.0,0.0,0.0,25.0,0.0,351.0,143.0,0.0,3.0,9.0,10.0,44.4,36.0,18.0,10.0,15.0,5000000.0
410,Makhtar Gueye,SEN,Blackburn,Forward,26,1997,0.0,755.0,50.6,3.0,4.0,0.0,0.0,9.0,3.0,68.0,45.0,1.0,8.0,18.0,2.0,51.9,3.0,2.0,2.0,13.0,2000000.0
411,Rami Al Hajj,SWE,Plymouth Argyle,Midfielder,23,2001,0.0,780.0,87.1,0.0,5.0,1.0,0.0,10.0,0.0,92.0,59.0,2.0,2.0,10.0,0.0,60.0,1.0,6.0,2.0,14.0,1000000.0
412,Onel Hernández,CUB,Norwich City,Forward,31,1993,0.0,673.0,70.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,22.0,5.0,7.0,14.0,0.0,0.0,4.0,0.0,0.0,1.0,800000.0
414,George Honeyman,ENG,Millwall,Midfielder,30,1994,0.0,635.0,67.1,2.0,7.0,1.0,0.0,32.0,2.0,131.0,171.0,4.0,6.0,51.0,12.0,0.0,43.0,24.0,9.0,30.0,900000.0
415,Tom Ince,ENG,Watford,Midfielder,32,1992,0.0,737.0,84.2,0.0,1.0,0.0,0.0,2.0,0.0,23.0,15.0,0.0,4.0,2.0,0.0,100.0,1.0,3.0,1.0,2.0,1000000.0
416,Svante Ingelsson,SWE,Sheffield Weds,Midfielder,26,1998,0.0,810.0,63.7,1.0,2.0,0.0,0.0,12.0,1.0,79.0,81.0,3.0,9.0,27.0,7.0,30.0,18.0,11.0,2.0,24.0,900000.0
417,Wilson Isidor,FRA,Sunderland,Forward,24,2000,0.0,616.0,75.7,0.0,1.0,2.0,0.0,4.0,0.0,24.0,36.0,1.0,4.0,15.0,0.0,57.1,4.0,2.0,0.0,5.0,4000000.0
418,Daniel Jebbison,ENG,Watford,Forward,21,2003,0.0,714.0,31.6,0.0,0.0,0.0,0.0,1.0,0.0,12.0,24.0,0.0,3.0,8.0,0.0,18.2,1.0,2.0,0.0,4.0,1000000.0
419,Marvin Johnson,ENG,Sheffield Weds,Midfielder,33,1990,0.0,450.0,62.2,0.0,10.0,0.0,0.0,13.0,0.0,100.0,60.0,1.0,7.0,18.0,7.0,100.0,17.0,10.0,6.0,21.0,250000.0
420,Isaiah Jones,GUY,Middlesbrough,Forward,25,1999,0.0,765.0,73.9,0.0,12.0,0.0,0.0,22.0,2.0,75.0,136.0,5.0,18.0,48.0,5.0,50.0,8.0,12.0,3.0,21.0,4000000.0
421,Mateo Joseph,ESP,Leeds United,Forward,20,2003,0.0,637.0,77.8,3.0,7.0,1.0,0.0,12.0,3.0,107.0,118.0,7.0,12.0,29.0,3.0,18.9,4.0,7.0,0.0,18.0,1200000.0
422,Abu Kamara,ENG,Norwich City,Forward,21,2003,0.0,675.0,87.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,4000000.0
423,Wilfried Kanga,CIV,Cardiff City,Forward,26,1998,0.0,537.0,62.0,0.0,0.0,0.0,0.0,3.0,0.0,38.0,34.0,1.0,3.0,17.0,0.0,36.0,1.0,0.0,0.0,3.0,4000000.0
424,Kaine Kesler-Hayden,ENG,Preston,Forward,21,2002,0.0,771.0,73.2,1.0,4.0,0.0,0.0,10.0,2.0,86.0,60.0,9.0,13.0,25.0,2.0,44.4,10.0,6.0,2.0,15.0,2200000.0
425,Jason Knight,IRL,Bristol City,Midfielder,23,2001,0.0,602.0,82.2,1.0,5.0,1.0,0.0,29.0,1.0,405.0,128.0,5.0,17.0,11.0,6.0,66.7,5.0,12.0,7.0,58.0,5000000.0
426,Olaf Kobacki,POL,Sheffield Weds,Forward,23,2001,0.0,782.0,70.0,0.0,3.0,0.0,0.0,6.0,0.0,38.0,52.0,5.0,10.0,23.0,3.0,33.3,3.0,9.0,2.0,8.0,550000.0
428,Alfie Lloyd,ENG,QPR,Forward,21,2003,0.0,810.0,73.8,0.0,0.0,1.0,0.0,4.0,0.0,33.0,49.0,3.0,8.0,13.0,1.0,36.4,1.0,3.0,0.0,3.0,300000.0
429,Jamal Lowe,JAM,Sheffield Weds,Forward,30,1994,0.0,810.0,82.8,1.0,2.0,1.0,0.0,9.0,1.0,53.0,47.0,3.0,5.0,19.0,2.0,27.3,0.0,7.0,2.0,12.0,1500000.0
430,Han-Noah Massengo,FRA,Burnley,Midfielder,23,2001,0.0,511.0,87.8,1.0,1.0,0.0,0.0,1.0,1.0,32.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,3000000.0
431,Fally Mayulu,FRA,Bristol City,Forward,22,2002,0.0,735.0,59.1,0.0,0.0,2.0,0.0,2.0,1.0,27.0,38.0,2.0,2.0,17.0,1.0,27.8,0.0,1.0,0.0,7.0,3000000.0
432,Riley McGree,AUS,Middlesbrough,Forward,25,1998,0.0,810.0,83.6,2.0,3.0,0.0,0.0,16.0,2.0,67.0,78.0,3.0,6.0,15.0,2.0,0.0,7.0,2.0,1.0,15.0,3500000.0
433,Anis Mehmeti,ALB,Bristol City,Forward,23,2001,0.0,810.0,73.2,0.0,2.0,1.0,0.0,23.0,0.0,86.0,119.0,7.0,22.0,47.0,1.0,44.4,18.0,5.0,3.0,16.0,1800000.0
434,Aidan Morris,USA,Middlesbrough,Midfielder,22,2001,0.0,406.0,93.7,0.0,2.0,0.0,0.0,21.0,0.0,377.0,114.0,5.0,4.0,17.0,6.0,25.0,3.0,14.0,5.0,46.0,3500000.0
435,Carlton Morris,ENG,Luton Town,Midfielder,28,1995,0.0,684.0,61.6,0.0,2.0,2.0,0.0,9.0,0.0,61.0,69.0,2.0,5.0,23.0,0.0,44.8,2.0,2.0,0.0,9.0,11000000.0
436,Alex Mowatt,ENG,West Brom,Midfielder,29,1995,0.0,810.0,87.8,0.0,4.0,3.0,0.0,22.0,0.0,438.0,127.0,1.0,19.0,13.0,5.0,42.9,33.0,22.0,8.0,54.0,3500000.0
437,Josh Murphy,ENG,Portsmouth,Forward,29,1995,0.0,478.0,55.8,2.0,9.0,0.0,0.0,13.0,4.0,54.0,103.0,6.0,23.0,24.0,2.0,27.3,23.0,4.0,3.0,22.0,800000.0
438,Marvelous Nakamba,ZIM,Luton Town,Midfielder,30,1994,0.0,548.0,82.9,0.0,1.0,0.0,0.0,4.0,1.0,67.0,21.0,0.0,2.0,1.0,5.0,100.0,1.0,7.0,0.0,17.0,5000000.0
439,Marcelino Núñez,CHI,Norwich City,Midfielder,24,2000,0.0,699.0,81.1,0.0,8.0,2.0,0.0,35.0,4.0,377.0,149.0,7.0,12.0,15.0,11.0,25.0,52.0,21.0,4.0,42.0,5000000.0
441,Mark O'Mahony,IRL,Portsmouth,Forward,19,2005,0.0,428.0,62.5,0.0,0.0,2.0,0.0,2.0,0.0,13.0,30.0,0.0,1.0,9.0,0.0,19.2,0.0,0.0,1.0,2.0,300000.0
442,David Ozoh,ENG,Derby County,Midfielder,19,2005,0.0,485.0,94.1,0.0,0.0,1.0,0.0,4.0,2.0,71.0,24.0,6.0,5.0,2.0,3.0,100.0,0.0,19.0,7.0,19.0,700000.0
443,Kasey Palmer,JAM,Hull City,Midfielder,27,1996,0.0,481.0,80.9,0.0,4.0,1.0,0.0,8.0,2.0,49.0,58.0,1.0,2.0,10.0,2.0,75.0,3.0,2.0,1.0,4.0,1000000.0
444,Matt Phillips,SCO,Oxford United,Midfielder,33,1991,0.0,614.0,77.4,1.0,1.0,0.0,0.0,5.0,2.0,34.0,23.0,0.0,2.0,8.0,0.0,50.0,1.0,0.0,1.0,11.0,400000.0
445,Joël Piroe,NED,Leeds United,Forward,25,1999,0.0,810.0,68.3,1.0,3.0,4.0,0.0,4.0,1.0,47.0,42.0,1.0,5.0,17.0,3.0,9.1,1.0,3.0,0.0,10.0,14000000.0
446,Joe Ralls,ENG,Cardiff City,Midfielder,31,1993,0.0,716.0,77.3,1.0,2.0,0.0,0.0,19.0,2.0,206.0,64.0,2.0,4.0,7.0,8.0,57.1,27.0,8.0,5.0,25.0,1200000.0
447,Aaron Ramsey,WAL,Cardiff City,Midfielder,33,1990,0.0,810.0,79.6,0.0,4.0,0.0,0.0,9.0,0.0,149.0,68.0,1.0,5.0,19.0,5.0,33.3,8.0,10.0,2.0,17.0,13000000.0
448,Aaron Ramsey,WAL,Cardiff City,Midfielder,33,1990,0.0,810.0,79.6,0.0,4.0,0.0,0.0,9.0,0.0,149.0,68.0,1.0,5.0,19.0,5.0,33.3,8.0,10.0,2.0,17.0,1000000.0
449,Adam Randell,ENG,Plymouth Argyle,Midfielder,24,2000,0.0,581.0,79.1,1.0,6.0,0.0,0.0,25.0,1.0,318.0,100.0,7.0,6.0,10.0,4.0,56.3,41.0,9.0,9.0,27.0,2200000.0
450,Joe Rankin-Costello,ENG,Blackburn,Forward,25,1999,0.0,599.0,77.5,0.0,7.0,2.0,0.0,7.0,0.0,49.0,42.0,5.0,4.0,12.0,2.0,40.0,5.0,3.0,1.0,8.0,1500000.0
452,Matt Ritchie,SCO,Portsmouth,Forward,35,1989,0.0,716.0,80.6,0.0,0.0,0.0,0.0,6.0,0.0,36.0,34.0,1.0,2.0,11.0,1.0,0.0,6.0,2.0,0.0,3.0,500000.0
453,Joe Rothwell,ENG,Leeds United,Midfielder,29,1995,0.0,611.0,85.2,0.0,3.0,0.0,0.0,7.0,0.0,124.0,49.0,1.0,4.0,1.0,3.0,0.0,11.0,4.0,5.0,13.0,2200000.0
454,Jack Rudoni,ENG,Coventry City,Midfielder,24,2000,0.0,488.0,73.8,2.0,14.0,1.0,0.0,42.0,3.0,219.0,220.0,10.0,19.0,40.0,4.0,50.0,70.0,10.0,8.0,28.0,5500000.0
455,Borja Sainz,ESP,Norwich City,Forward,23,2001,0.0,810.0,74.2,2.0,8.0,7.0,0.0,28.0,3.0,138.0,149.0,17.0,25.0,53.0,4.0,0.0,14.0,8.0,2.0,38.0,2200000.0
456,Tatsuhiro Sakamoto,JPN,Coventry City,Forward,27,1996,0.0,714.0,73.4,0.0,4.0,0.0,0.0,11.0,1.0,45.0,86.0,2.0,8.0,30.0,4.0,50.0,11.0,6.0,1.0,13.0,2500000.0
457,Jeremy Sarmiento,ECU,Burnley,Forward,22,2002,0.0,765.0,77.4,0.0,1.0,1.0,0.0,7.0,2.0,39.0,41.0,2.0,4.0,14.0,5.0,83.3,5.0,7.0,3.0,6.0,7000000.0
458,Isaac Schmidt,SUI,Leeds United,Forward,24,1999,0.0,766.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200000.0
459,Oscar Schwartau,DEN,Norwich City,Midfielder,18,2006,0.0,580.0,87.9,0.0,0.0,0.0,0.0,9.0,1.0,81.0,44.0,4.0,8.0,12.0,1.0,100.0,0.0,3.0,4.0,14.0,2200000.0
461,Sam Silvera,AUS,Portsmouth,Forward,23,2000,0.0,720.0,71.3,0.0,5.0,0.0,0.0,6.0,0.0,64.0,82.0,4.0,13.0,31.0,6.0,66.7,11.0,9.0,1.0,12.0,1200000.0
462,Xavier Simons,ENG,Hull City,Midfielder,21,2003,0.0,534.0,82.4,0.0,4.0,0.0,0.0,10.0,0.0,102.0,29.0,0.0,4.0,4.0,3.0,60.0,5.0,5.0,2.0,19.0,700000.0
463,Regan Slater,ENG,Hull City,Midfielder,25,1999,0.0,417.0,78.3,0.0,5.0,1.0,0.0,11.0,0.0,93.0,87.0,7.0,9.0,19.0,4.0,16.7,7.0,9.0,4.0,25.0,3500000.0
464,John Swift,ENG,West Brom,Midfielder,29,1995,0.0,810.0,84.3,0.0,6.0,0.0,0.0,28.0,1.0,305.0,134.0,6.0,12.0,23.0,4.0,45.5,27.0,10.0,4.0,27.0,3200000.0
465,Ollie Tanner,ENG,Cardiff City,Forward,22,2002,0.0,476.0,68.2,1.0,8.0,1.0,0.0,15.0,3.0,79.0,101.0,5.0,13.0,35.0,7.0,50.0,12.0,14.0,6.0,17.0,1500000.0
466,Emre Tezgel,ENG,Stoke City,Forward,19,2005,0.0,810.0,73.2,0.0,3.0,0.0,0.0,3.0,0.0,37.0,23.0,1.0,2.0,13.0,0.0,28.6,3.0,0.0,2.0,3.0,500000.0
467,Brandon Thomas-Asante,GHA,Coventry City,Forward,25,1998,0.0,705.0,54.3,0.0,1.0,1.0,0.0,8.0,0.0,34.0,50.0,7.0,8.0,18.0,0.0,20.0,4.0,1.0,2.0,14.0,3000000.0
468,Muhamed Tijani,NGA,Plymouth Argyle,Forward,24,2000,0.0,561.0,42.1,1.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,1.0,800000.0
469,David Turnbull,SCO,Cardiff City,Midfielder,25,1999,0.0,708.0,95.2,0.0,2.0,0.0,0.0,2.0,0.0,16.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3800000.0
470,Jonathan Varane,MTQ,QPR,Midfielder,23,2001,0.0,405.0,78.9,0.0,2.0,0.0,0.0,4.0,0.0,71.0,15.0,1.0,1.0,1.0,1.0,70.0,0.0,4.0,2.0,16.0,1200000.0
471,André Vidigal,POR,Stoke City,Midfielder,26,1998,0.0,436.0,55.2,0.0,1.0,0.0,0.0,2.0,0.0,16.0,24.0,1.0,4.0,7.0,0.0,0.0,6.0,0.0,1.0,6.0,1500000.0
472,Jed Wallace,ENG,West Brom,Forward,30,1994,0.0,724.0,74.2,0.0,1.0,0.0,0.0,4.0,0.0,33.0,39.0,1.0,4.0,10.0,2.0,50.0,7.0,3.0,0.0,9.0,3000000.0
474,Nahki Wells,BER,Bristol City,Forward,34,1990,0.0,786.0,63.0,0.0,2.0,1.0,0.0,5.0,1.0,26.0,35.0,3.0,1.0,12.0,1.0,20.0,4.0,3.0,2.0,7.0,400000.0
475,Joe Williams,ENG,Bristol City,Midfielder,27,1996,0.0,798.0,81.9,2.0,14.0,0.0,0.0,22.0,3.0,325.0,142.0,3.0,9.0,13.0,9.0,66.7,29.0,15.0,6.0,49.0,1200000.0
476,Chris Willock,ENG,Cardiff City,Forward,26,1998,0.0,794.0,84.8,0.0,4.0,0.0,0.0,18.0,0.0,75.0,113.0,7.0,19.0,36.0,1.0,25.0,17.0,8.0,3.0,24.0,1800000.0
